source_row,url,headline,clean_headline,label,fold,score_nbc,predicted_label,correct,error_direction,margin_from_threshold,confidence_margin,headline_length,word_count,has_quote,has_question,has_digit,topic_politics,topic_crime,topic_world,topic_health,topic_business,topic_culture,topic
93,https://www.foxnews.com/politics/rfk-jr-corporate-media-attacked-more-president-trump,RFK Jr says ‘corporate media’ has attacked him ‘even more than President Trump’,rfk jr says 'corporate media' has attacked him 'even more than president trump',FoxNews,5,0.419443326341303,NBC,False,FoxNews->NBC,0.5383416945638689,0.5383416945638689,79,13,False,False,False,True,False,False,False,False,False,politics
3359,https://www.nbcnews.com/politics/donald-trump/trump-describes-detail-shot-assassin-rcna162647,Trump describes in detail being shot by a would be assassin,trump describes in detail being shot by a would be assassin,NBC,4,-0.6482528754134051,FoxNews,False,NBC->FoxNews,-0.5293545071908392,0.5293545071908392,59,11,False,False,False,True,False,False,False,False,False,politics
2519,https://www.nbcnews.com/politics/2024-election/litigation-certainty-trumps-call-end-birthright-citizenship-face-mount-rcna162314,'Litigation is a certainty': Trump's call to end birthright citizenship would face a mountain of opposition,'litigation is a certainty': trump's call to end birthright citizenship would face a mountain of opposition,NBC,1,-0.6414199454077077,FoxNews,False,NBC->FoxNews,-0.5225215771851418,0.5225215771851418,107,17,True,False,False,True,False,False,False,False,False,politics
1313,https://www.foxnews.com/politics/white-house-says-trumps-tariffs-destroy-manufacturing-exacerbate-inflation,"White House says Trump’s tariffs will destroy manufacturing, exacerbate inflation","white house says trump's tariffs will destroy manufacturing, exacerbate inflation",FoxNews,3,0.40011938364086796,NBC,False,FoxNews->NBC,0.5190177518634339,0.5190177518634339,81,11,False,False,False,True,False,False,False,True,False,politics
1604,https://www.foxnews.com/politics/biden-defiantly-charges-ahead-election-run-despite-speculation-he-would-drop-weekend,Biden defiantly charges ahead with election run despite speculation he would drop out this weekend,biden defiantly charges ahead with election run despite speculation he would drop out this weekend,FoxNews,1,0.3782783999257639,NBC,False,FoxNews->NBC,0.49717676814832984,0.49717676814832984,98,15,False,False,False,True,False,False,False,False,False,politics
3289,https://www.nbcnews.com/politics/supreme-court/draft-supreme-court-opinion-indicates-roe-v-wade-will-overturned-polit-rcna27026,"Draft opinion indicates Supreme Court will overturn Roe v. Wade, Politico reports in extraordinary leak","draft opinion indicates supreme court will overturn roe v. wade, politico reports in extraordinary leak",NBC,1,-0.6149873032082164,FoxNews,False,NBC->FoxNews,-0.49608893498565043,0.49608893498565043,103,15,False,False,False,True,False,False,False,False,False,politics
3344,https://www.nbcnews.com/politics/white-house/biden-signs-executive-order-shutting-southern-border-rcna155426,Biden signs executive action drastically tightening border,biden signs executive action drastically tightening border,NBC,1,-0.6124231581915305,FoxNews,False,NBC->FoxNews,-0.49352478996896454,0.49352478996896454,58,7,False,False,False,True,False,False,False,False,False,politics
1460,https://www.foxnews.com/politics/trump-accepts-biden-offer-debate-him-june-september.print,Trump accepts Biden offer to debate him in June and September,trump accepts biden offer to debate him in june and september,FoxNews,2,0.3694903083520078,NBC,False,FoxNews->NBC,0.48838867657457374,0.48838867657457374,61,11,False,False,False,True,False,False,False,False,False,politics
1913,https://www.foxnews.com/politics/harris-campaign-celebrates-georgia-judge-blocking-hand-count-ballot-rule.print,Harris campaign celebrates after Georgia judge blocks hand count ballot rule,harris campaign celebrates after georgia judge blocks hand count ballot rule,FoxNews,4,0.356967278174216,NBC,False,FoxNews->NBC,0.4758656463967819,0.4758656463967819,76,11,False,False,False,True,False,False,False,False,False,politics
272,https://www.foxnews.com/politics/trump-plans-plead-not-guilty-jack-smiths-revised-federal-election-interference-charges,Trump plans to plead not guilty to Jack Smith's revised federal election interference charges,trump plans to plead not guilty to jack smith's revised federal election interference charges,FoxNews,1,0.35355721727764566,NBC,False,FoxNews->NBC,0.4724555855002116,0.4724555855002116,93,15,True,False,False,True,False,False,False,False,False,politics
2142,https://www.nbcnews.com/tech/tech-news/x-blocked-brazil-supreme-court-panel-upholds-suspension-order-rcna169257,X blocked in Brazil after supreme court panel upholds suspension order,x blocked in brazil after supreme court panel upholds suspension order,NBC,1,-0.585933807949568,FoxNews,False,NBC->FoxNews,-0.467035439727002,0.467035439727002,70,11,False,False,False,True,False,False,False,False,False,politics
2876,https://www.nbcnews.com/politics/congress/lawmakers-set-grill-defense-secretary-lloyd-austin-secret-hospitalizat-rcna141095,Lawmakers grill Defense Secretary Lloyd Austin over secret hospitalization,lawmakers grill defense secretary lloyd austin over secret hospitalization,NBC,4,-0.5839658983712708,FoxNews,False,NBC->FoxNews,-0.46506753014870483,0.46506753014870483,74,9,False,False,False,True,False,False,False,False,False,politics
1927,https://www.foxnews.com/us/pennsylvania-sheriff-defends-local-officers-who-confronted-trump-rally-shooter,Pennsylvania sheriff defends local officers who confronted Trump rally shooter,pennsylvania sheriff defends local officers who confronted trump rally shooter,FoxNews,2,0.34236522589928736,NBC,False,FoxNews->NBC,0.4612635941218533,0.4612635941218533,78,10,False,False,False,True,False,False,False,False,False,politics
222,https://www.foxnews.com/politics/iran-tried-influence-election-sending-stolen-material-from-trump-campaign-bidens-camp-fbi-says.print,"Iran tried to influence election by sending stolen material from Trump campaign to Biden’s camp, FBI says","iran tried to influence election by sending stolen material from trump campaign to biden's camp, fbi says",FoxNews,2,0.34160608767600503,NBC,False,FoxNews->NBC,0.460504455898571,0.460504455898571,105,18,False,False,False,True,False,True,False,False,False,politics
1227,https://www.foxnews.com/politics/mudslinging-candidates-heated-house-race-face-voters-big-primary-day,Mudslinging candidates in heated House race face voters on big primary day,mudslinging candidates in heated house race face voters on big primary day,FoxNews,2,0.3411915809769341,NBC,False,FoxNews->NBC,0.4600899491995,0.4600899491995,74,12,False,False,False,True,False,False,False,False,False,politics
596,https://www.foxnews.com/politics/lgbt-advocate-claims-house-hearing-detransitioning-not-real-thing,LGBT advocate claims in House hearing ‘detransitioning’ is not ‘a real thing’,lgbt advocate claims in house hearing 'detransitioning' is not 'a real thing',FoxNews,5,0.3382060626198818,NBC,False,FoxNews->NBC,0.45710443084244773,0.45710443084244773,77,12,False,False,False,True,False,False,False,False,False,politics
3051,https://www.nbcnews.com/politics/2024-election/not-accurate-republican-mayor-aurora-pushing-back-trumps-migrant-depic-rcna172743,'Not accurate': The Republican mayor in Aurora is pushing back at Trump's migrant depictions,'not accurate': the republican mayor in aurora is pushing back at trump's migrant depictions,NBC,5,-0.5746195078233949,FoxNews,False,NBC->FoxNews,-0.45572113960082894,0.45572113960082894,92,15,True,False,False,True,False,False,False,False,False,politics
1084,https://www.foxnews.com/politics/trump-defense-challenges-jury-selection-criminal-hush-money-trial.print,Trump defense challenges jury selection in criminal hush money trial,trump defense challenges jury selection in criminal hush money trial,FoxNews,2,0.3306954349539921,NBC,False,FoxNews->NBC,0.44959380317655806,0.44959380317655806,68,10,False,False,False,True,True,False,False,True,False,politics
